npn,resolucion_predio_id,codigo
761470102000013040012000000000,23864,Lote urbanizado no construido
761470102000013040013000000000,23864,Lote urbanizado no construido
761470102000013040014000000000,23864,Lote urbanizado no construido
761470102000013040015000000000,23864,Lote urbanizado no construido
761470102000013040016000000000,23864,Lote urbanizado no construido
761470102000013050001000000000,23864,Lote urbanizado no construido
761470102000013050002000000000,23864,Lote urbanizado no construido
761470102000013050003000000000,23864,Lote urbanizado no construido
761470102000013050004000000000,23864,Lote urbanizado no construido
761470102000013050005000000000,23864,Lote urbanizado no construido
761470102000013050006000000000,23864,Lote urbanizado no construido
761470102000013050007000000000,23864,Lote urbanizado no construido
761470102000013050008000000000,23864,Lote urbanizado no construido
761470102000013050009000000000,23864,Lote urbanizado no construido
761470102000013050010000000000,23864,Lote urbanizado no construido
761470102000013050011000000000,23864,Lote urbanizado no construido
761470102000013050012000000000,23864,Lote urbanizado no construido
761470102000013050013000000000,23864,Lote urbanizado no construido
761470102000013050014000000000,23864,Lote urbanizado no construido
761470102000013050015000000000,23864,Lote urbanizado no construido
761470102000013050016000000000,23864,Lote urbanizado no construido
761470102000013050017000000000,23864,Lote urbanizado no construido
761470102000013050018000000000,23864,Lote urbanizado no construido
761470102000013050019000000000,23864,Lote urbanizado no construido
761470102000013050020000000000,23864,Lote urbanizado no construido
761470102000013050021000000000,23864,Lote urbanizado no construido
761470102000013050022000000000,23864,Lote urbanizado no construido
761470102000013050023000000000,23864,Lote urbanizado no construido
761470102000013050024000000000,23864,Lote urbanizado no construido
761470102000013050025000000000,23864,Lote urbanizado no construido
761470102000013050026000000000,23864,Lote urbanizado no construido
761470102000013050027000000000,23864,Lote urbanizado no construido
761470102000013050028000000000,23864,Lote urbanizado no construido
761470102000013050029000000000,23864,Lote urbanizado no construido
761470102000013050030000000000,23864,Lote urbanizado no construido
761470102000013060001000000000,23864,Lote urbanizado no construido
761470102000013060002000000000,23864,Lote urbanizado no construido
761470102000013060003000000000,23864,Lote urbanizado no construido
761470102000013060004000000000,23864,Lote urbanizado no construido
761470102000013060005000000000,23864,Lote urbanizado no construido
761470102000013060006000000000,23864,Lote urbanizado no construido
761470102000013060007000000000,23864,Lote urbanizado no construido
761470102000013060008000000000,23864,Lote urbanizado no construido
761470102000013060009000000000,23864,Lote urbanizado no construido
761470102000013060010000000000,23864,Lote urbanizado no construido
761470102000013060011000000000,23864,Lote urbanizado no construido
761470102000013060012000000000,23864,Lote urbanizado no construido
761470102000013060013000000000,23864,Lote urbanizado no construido
761470102000013060014000000000,23864,Lote urbanizado no construido
761470102000013060015000000000,23864,Lote urbanizado no construido
761470102000013060016000000000,23864,Lote urbanizado no construido
761470102000013060017000000000,23864,Lote urbanizado no construido
761470102000013060018000000000,23864,Lote urbanizado no construido
761470102000013060019000000000,23864,Lote urbanizado no construido
761470102000013060020000000000,23864,Lote urbanizado no construido
761470102000013060021000000000,23864,Lote urbanizado no construido
761470102000013060022000000000,23864,Lote urbanizado no construido
761470102000013060023000000000,23864,Lote urbanizado no construido
761470102000013060024000000000,23864,Lote urbanizado no construido
761470102000013060025000000000,23864,Lote urbanizado no construido
761470102000013060026000000000,23864,Lote urbanizado no construido
761470102000013060027000000000,23864,Lote urbanizado no construido
761470102000013060028000000000,23864,Lote urbanizado no construido
761470102000013060029000000000,23864,Lote urbanizado no construido
761470102000013060030000000000,23864,Lote urbanizado no construido
761470102000013070001000000000,23864,Lote urbanizado no construido
761470102000013070002000000000,23864,Lote urbanizado no construido
761470102000013070003000000000,23864,Lote urbanizado no construido
761470102000013070004000000000,23864,Lote urbanizado no construido
761470102000013070005000000000,23864,Lote urbanizado no construido
761470102000013070006000000000,23864,Lote urbanizado no construido
761470102000013070007000000000,23864,Lote urbanizado no construido
761470102000013070008000000000,23864,Lote urbanizado no construido
761470103000011760002000000000,23864,Habitacional
761470103000011760006000000000,23864,Habitacional
761470103000011760007000000000,23864,Habitacional
761470103000011760010000000000,23864,Habitacional
761470103000011760011000000000,23864,Habitacional
761470103000011760012000000000,23864,Habitacional
761470103000011760013000000000,23864,Habitacional
761470103000011760014000000000,23864,Habitacional
761470103000011760015000000000,23864,Habitacional
761470103000011770001000000000,23864,Habitacional
761470103000011770002000000000,23864,Habitacional
761470103000011770003000000000,23864,Habitacional
761470103000011770004000000000,23864,Habitacional
761470103000011770005000000000,23864,Habitacional
761470103000011770006000000000,23864,Habitacional
761470103000011770008000000000,23864,Habitacional
761470103000011770009000000000,23864,Habitacional
761470103000011770010000000000,23864,Habitacional
761470103000011770011000000000,23864,Habitacional
761470103000011770012000000000,23864,Habitacional
761470103000011770013000000000,23864,Habitacional
761470103000011770014000000000,23864,Habitacional
761470103000011770015000000000,23864,Habitacional
761470103000011770016000000000,23864,Habitacional
761470103000011770017000000000,23864,Habitacional
761470103000011770019000000000,23864,Habitacional
761470103000011770020000000000,23864,Habitacional
761470103000011770021000000000,23864,Habitacional
761470103000011770022000000000,23864,Habitacional
761470103000011770025000000000,23864,Habitacional
761470103000011770026000000000,23864,Habitacional
761470103000011770027000000000,23864,Habitacional
761470103000011770028000000000,23864,Habitacional
761470103000011770029000000000,23864,Habitacional
761470103000011770030000000000,23864,Habitacional
761470103000011770031000000000,23864,Habitacional
761470103000011770032000000000,23864,Habitacional
761470103000011780001000000000,23864,Habitacional
761470103000011780002000000000,23864,Habitacional
761470103000011780007000000000,23864,Habitacional
761470103000011780008000000000,23864,Habitacional
761470103000011780010000000000,23864,Habitacional
761470103000011780011000000000,23864,Habitacional
761470103000011780012000000000,23864,Habitacional
761470103000011780013000000000,23864,Habitacional
761470103000011780014000000000,23864,Habitacional
761470103000011780016000000000,23864,Habitacional
761470103000011780017000000000,23864,Habitacional
761470103000011780018000000000,23864,Habitacional
761470103000011780019000000000,23864,Habitacional
761470103000011780020000000000,23864,Habitacional
761470103000011780021000000000,23864,Habitacional
761470103000011780022000000000,23864,Habitacional
761470103000011780023000000000,23864,Habitacional
761470103000011780024000000000,23864,Habitacional
761470103000011780025000000000,23864,Habitacional
761470103000011780026000000000,23864,Habitacional
761470103000011780027000000000,23864,Habitacional
761470103000011780028000000000,23864,Habitacional
761470103000011780029000000000,23864,Habitacional
761470103000011780030000000000,23864,Habitacional
761470103000011780031000000000,23864,Habitacional
761470103000011780032000000000,23864,Habitacional
761470103000011780033000000000,23864,Habitacional
761470103000011790001000000000,23864,Habitacional
761470103000011790002000000000,23864,Habitacional
761470103000011790004000000000,23864,Habitacional
761470103000011790005000000000,23864,Habitacional
761470103000011790006000000000,23864,Habitacional
761470103000011790008000000000,23864,Habitacional
761470103000011790009000000000,23864,Habitacional
761470103000011790012000000000,23864,Habitacional
761470103000011790013000000000,23864,Habitacional
761470103000011790015000000000,23864,Habitacional
761470103000011790016000000000,23864,Habitacional
761470103000011800001000000000,23864,Habitacional
761470103000011800002000000000,23864,Habitacional
761470103000011800003000000000,23864,Habitacional
761470103000011800004000000000,23864,Habitacional
